osm_id,name,fclass,finalCategory,latitude,longitude,status,reason
255071288,BF Parañaque Commercial Plaza,marketplace,Retail,14.4475578,121.0280842,low_confidence,name_similarity=50
255071313,Ms. Brunette,pub,Food/Drink,14.5500076,120.990605,zero_results,ZERO_RESULTS
255071316,Artina Suites Hotel,hotel,Accommodation,14.5682298,121.0278253,low_confidence,name_similarity=57
255071482,Rizal Monument,memorial,Attraction,14.5606336,121.0761675,low_confidence,distance=10.9km>5.0km
255071872,East Asia,pub,Food/Drink,14.5546203,120.9893544,low_confidence,distance=3044.8km>5.0km
255071890,Irasan Commercial Center,mall,Retail,14.497031,120.992477,low_confidence,distance=12.4km>5.0km
255071899,Petra Restaurant,restaurant,Food/Drink,14.6016421,121.0542874,low_confidence,distance=32.1km>5.0km
255072323,Trinity Restaurant,restaurant,Food/Drink,14.545087,120.9864475,low_confidence,name_similarity=56
255072335,Secret Recipe,restaurant,Food/Drink,14.576431,120.98381,low_confidence,distance=5.5km>5.0km
257689739,Tulay ng San Juan,memorial,Attraction,14.6015932,121.0202936,low_confidence,name_similarity=59
262114201,The Club Ten Beach resort,hotel,Accommodation,11.964524,121.9256258,low_confidence,distance=307.5km>5.0km
262114205,Tropical Guest House,guesthouse,Accommodation,11.9526596,121.9305752,low_confidence,distance=10670.3km>5.0km
262114232,Villa Criselda Resort,hotel,Accommodation,11.958141,121.9281876,low_confidence,distance=274.8km>5.0km
262114249,il Partico Beach House,guesthouse,Accommodation,11.9579223,121.9277712,low_confidence,distance=10664.9km>5.0km
268547684,Galley Grill,pub,Food/Drink,14.4585189,121.0075385,low_confidence,distance=15029.6km>5.0km
281004241,Iskatis,restaurant,Food/Drink,14.6063688,121.1733113,low_confidence,distance=9070.6km>5.0km
281142383,E-Bai's (Former Manang's Location),restaurant,Food/Drink,14.6368727,121.0784941,low_confidence,distance=16.0km>5.0km
291713407,The Life and Heroism of Gat Andres Bonifacio,artwork,Attraction,14.5909511,120.9810886,low_confidence,name_similarity=59
300260057,Fuente Circle,fountain,Park/Nature,14.6095582,121.0810201,low_confidence,distance=567.2km>5.0km
305137265,Boom Na Boom,theme_park,Attraction,14.5538707,120.987352,low_confidence,distance=7.8km>5.0km
310526581,Asia's Largest Balete Tree,attraction,Attraction,15.7697129,121.4770282,low_confidence,name_similarity=58
311959728,Bignay Reef,swimming_pool,Park/Nature,13.8397124,121.4959894,zero_results,ZERO_RESULTS
312118640,Sulfur Springs,viewpoint,Attraction,11.0959233,124.7372362,low_confidence,distance=13499.9km>5.0km
312985379,Summit Trail to Lusod Trail Junction,tourist_info,Other,16.5816236,120.9062558,low_confidence,name_similarity=44
312985870,Clearing,tourist_info,Other,16.593518,120.904455,low_confidence,name_similarity=33
314081107,Mauravian Hotel,hotel,Accommodation,12.5764625,122.2711519,zero_results,ZERO_RESULTS
316166231,Teppanyaki,restaurant,Food/Drink,14.5389847,120.9790804,low_confidence,name_similarity=40
317254215,PAC swimming pool,swimming_pool,Park/Nature,15.2124596,120.6964341,low_confidence,distance=23.1km>5.0km
318875475,Cabaguio Hotel,motel,Accommodation,7.0929573,125.6221073,low_confidence,name_similarity=29
320808262,Tony Roma's,restaurant,Food/Drink,14.5510961,121.0263456,low_confidence,distance=11860.3km>5.0km
321793734,Kaffee Rafael,cafe,Food/Drink,10.3156399,123.8921272,low_confidence,distance=8.0km>5.0km
325283740,Taal Monte Vista,hotel,Accommodation,14.1241107,120.9863326,low_confidence,distance=6.4km>5.0km
331699595,Andres Bonifacio,memorial,Attraction,14.5945384,120.9793971,low_confidence,name_similarity=44
332519649,Aling Tina's Store,fast_food,Food/Drink,14.6833388,121.1326569,low_confidence,distance=12.0km>5.0km
339136508,Happy Valley Noodle House,restaurant,Food/Drink,14.6082267,121.0386637,low_confidence,distance=10792.0km>5.0km
344118461,Malantan-og Viewdeck,viewpoint,Attraction,10.50771,123.23219,low_confidence,distance=8.9km>5.0km
345565586,Liberation of San Pablo City,memorial,Attraction,14.0721498,121.3209025,low_confidence,name_similarity=42
351992911,Hot Shot Grill,restaurant,Food/Drink,14.6382203,121.0368693,low_confidence,distance=5.3km>5.0km
355114470,Hotel Sangelec Travellers Inn,motel,Accommodation,10.3305992,123.9480961,low_confidence,distance=559.0km>5.0km
355114591,AA's BBQ Restaurant,restaurant,Food/Drink,10.3043543,123.9601893,low_confidence,name_similarity=53
355816681,Nagisa Coffee Shop,cafe,Food/Drink,11.948933,121.9313468,low_confidence,name_similarity=56
357716500,Bulalo Republic Restaurant,restaurant,Food/Drink,14.9334356,120.8785112,low_confidence,distance=93.7km>5.0km
364629518,Pulo Rook,ruins,Attraction,14.2442434,121.1301985,zero_results,ZERO_RESULTS
369910532,Carmenchu sa Bukid Resort,motel,Accommodation,14.9544402,120.8756412,low_confidence,distance=793.3km>5.0km
370965636,Amara Cafe,cafe,Food/Drink,7.0619612,125.5944529,low_confidence,distance=11911.0km>5.0km
370995740,Square Circle,nightclub,Other,7.0919787,125.6224957,low_confidence,distance=11.4km>5.0km
372178504,Encenada Resort,hotel,Accommodation,13.5026474,120.9671768,low_confidence,distance=12083.8km>5.0km
378681164,Palm Beach,hotel,Accommodation,13.6602947,121.3674098,low_confidence,distance=14966.0km>5.0km
378717421,Lake City,hotel,Accommodation,14.0816419,121.3254958,low_confidence,distance=14463.5km>5.0km
382831946,Man and His Beast of Burden,artwork,Attraction,14.1668123,121.2429712,zero_results,ZERO_RESULTS
384843455,Cafe Breton,cafe,Food/Drink,14.1018913,120.9499904,low_confidence,distance=36.7km>5.0km
384843465,Figaro,cafe,Food/Drink,14.1030215,120.9511516,low_confidence,distance=9.0km>5.0km
384843486,Cafe Platito Atbp.,restaurant,Food/Drink,14.1017241,120.9497307,low_confidence,distance=19.6km>5.0km
384843761,Tirona Haus,hostel,Accommodation,14.1135764,120.9601093,low_confidence,distance=35.1km>5.0km
384843767,Treffpunk,restaurant,Food/Drink,14.148396,120.993591,low_confidence,distance=12297.5km>5.0km
384843794,Luxe Downunder Bar,bar,Food/Drink,14.101831,120.9521167,low_confidence,distance=4396.1km>5.0km
384843795,Kon-Tiki Bar,bar,Food/Drink,14.1019608,120.9522863,low_confidence,distance=107.6km>5.0km
384843798,Mile Hi Diner,restaurant,Food/Drink,14.1027192,120.9521457,low_confidence,distance=21.0km>5.0km
385768095,Halfmoon Hotel,motel,Accommodation,14.8363767,120.2713091,low_confidence,name_similarity=36
393731301,London Pub,pub,Food/Drink,15.182363,120.521031,low_confidence,distance=10653.6km>5.0km
393731522,BFB,restaurant,Food/Drink,8.481759,124.64862,low_confidence,name_similarity=33
393731531,Deluz Camp,picnic_site,Park/Nature,14.936725,120.058051,low_confidence,distance=11907.2km>5.0km
393731663,Pizzetta Greek,restaurant,Food/Drink,14.6444492,121.0607967,low_confidence,distance=9.5km>5.0km
393731689,007,restaurant,Food/Drink,14.6027895,121.0504373,low_confidence,distance=6.6km>5.0km
393732118,Buko Stop,fast_food,Food/Drink,14.23135,121.015649,low_confidence,distance=5.4km>5.0km
393732138,Grill 99,restaurant,Food/Drink,15.141781,120.578054,low_confidence,distance=46.8km>5.0km
409507630,Ninoy Aquino Monument,memorial,Attraction,14.115282,120.9619725,low_confidence,distance=49.5km>5.0km
410065654,Cafe 5R resto,restaurant,Food/Drink,11.2743451,124.0637653,low_confidence,distance=30.9km>5.0km
410245780,Saint Michael,memorial,Attraction,14.099284,120.9391661,low_confidence,distance=30.1km>5.0km
410400109,Ttoki,restaurant,Food/Drink,7.0822836,125.6097277,low_confidence,name_similarity=40
410401152,SJRI Guest House,guesthouse,Accommodation,10.4916688,123.4118371,low_confidence,distance=69.3km>5.0km
410401158,X / Barrio Fiesta,fast_food,Food/Drink,10.4912514,123.4090949,low_confidence,name_similarity=47
410401213,ROCK,attraction,Attraction,10.498784,123.262755,low_confidence,distance=17.1km>5.0km
410805284,Viewpoint Restaurant and Inn,restaurant,Food/Drink,14.0880927,120.9060352,low_confidence,name_similarity=56
410805287,Tower Ground Bulalohan,restaurant,Food/Drink,14.0906187,120.9116184,low_confidence,name_similarity=55
410805290,Starflower Tourist Lounge,hotel,Accommodation,14.0959428,120.9163373,zero_results,ZERO_RESULTS
410927140,Mocha Blend,cafe,Food/Drink,14.2488824,121.0626972,low_confidence,distance=40.2km>5.0km
411219546,Map Info,tourist_info,Other,14.2488116,121.0636767,low_confidence,distance=2462.5km>5.0km
411227923,Poquito Mas,restaurant,Food/Drink,14.2488575,121.0637936,low_confidence,distance=11748.5km>5.0km
412373894,Long Beach Resort Hotel,hotel,Accommodation,16.560214,120.320645,low_confidence,distance=8790.4km>5.0km
413986521,Bernadette's Lechon,restaurant,Food/Drink,10.310534,123.914791,low_confidence,distance=14.9km>5.0km
413986522,Boardwalk Plaza,mall,Retail,10.3167191,123.9339478,low_confidence,distance=14217.3km>5.0km
413986543,Jo's Chicken Inasal,restaurant,Food/Drink,10.325918,123.9225788,low_confidence,distance=155.9km>5.0km
413986567,Mikado Japanese Restuarant,restaurant,Food/Drink,10.32163,123.904482,low_confidence,distance=13584.3km>5.0km
417322074,Tio Pedro's Mexican Restaurant,restaurant,Food/Drink,14.4493522,121.029956,low_confidence,distance=13575.3km>5.0km
420896649,Basti's Brew,cafe,Food/Drink,7.0677747,125.6060583,low_confidence,distance=45.6km>5.0km
421038219,Lorie's Cafe,cafe,Food/Drink,7.0788941,125.6092737,low_confidence,distance=976.2km>5.0km
422464061,Monument to Unknown Guerilla Shot While Raising the Flag,monument,Attraction,14.7472763,120.9731942,low_confidence,distance=13764.1km>5.0km
425502326,Sisig Society,restaurant,Food/Drink,14.5564216,121.0196853,low_confidence,distance=5.8km>5.0km
425502343,Tokyo Tokyo To Go,restaurant,Food/Drink,14.5568279,121.0190858,low_confidence,name_similarity=52
429492230,Chino's,restaurant,Food/Drink,14.1688759,121.243973,low_confidence,distance=5.1km>5.0km
429687942,Tikyo's Sizzling House,fast_food,Food/Drink,15.7894498,120.9840237,low_confidence,distance=23.7km>5.0km
429694774,Tachibana Izakaya Robota,restaurant,Food/Drink,14.5499486,121.0231264,zero_results,ZERO_RESULTS
429812200,Tsukiji,restaurant,Food/Drink,14.5507663,121.019462,low_confidence,distance=3000.6km>5.0km
429820728,Hoka Hoka Bento Ramen,restaurant,Food/Drink,14.5534903,121.0143285,low_confidence,distance=11.4km>5.0km
429820729,Bunchum's,pub,Food/Drink,14.553493,121.0141076,low_confidence,distance=3548.0km>5.0km
433568513,Hot Rod Resto Bar,pub,Food/Drink,7.1052747,125.6034758,low_confidence,distance=13.5km>5.0km
433777088,Vanilla Bean Cafe,cafe,Food/Drink,14.5601842,121.0244618,low_confidence,name_similarity=36
433777094,121 Grill and Restaurant,restaurant,Food/Drink,14.5601281,121.0244451,low_confidence,name_similarity=58
433794129,Gonzo Grill and Restaurant,restaurant,Food/Drink,14.5591836,121.0217971,low_confidence,distance=14031.1km>5.0km
436389954,Lugaw Ni Bossing,restaurant,Food/Drink,11.0046062,124.611461,low_confidence,distance=107.4km>5.0km
436389968,VMB Pizzeria (Tattas),fast_food,Food/Drink,11.0042468,124.6093316,zero_results,ZERO_RESULTS
436765579,Rafael's Lechon Manok,fast_food,Food/Drink,7.0754241,125.5461749,low_confidence,distance=51.5km>5.0km
438032546,Matutina's,restaurant,Food/Drink,15.4756638,120.5964408,low_confidence,distance=53.4km>5.0km
438032550,Iishi Bed & Breakfast,guesthouse,Accommodation,16.65683,120.321174,low_confidence,distance=13431.9km>5.0km
438032562,Cafe Margarita,restaurant,Food/Drink,16.224834,120.47185,low_confidence,distance=188.2km>5.0km
441029576,Coffee Dream,cafe,Food/Drink,7.0505304,125.5885618,low_confidence,name_similarity=58
441029605,UIC Canteen,fast_food,Food/Drink,7.0696906,125.5998421,low_confidence,distance=13609.2km>5.0km
441249612,Lucky Rainbow,restaurant,Food/Drink,14.5562925,121.0099793,low_confidence,distance=9.2km>5.0km
442527616,LGA Froglegs,restaurant,Food/Drink,14.6015023,120.977132,zero_results,ZERO_RESULTS
442527704,Baliwag,fast_food,Food/Drink,14.222748,120.9738626,low_confidence,distance=83.1km>5.0km
445931430,RGM Beachhausen,hotel,Accommodation,13.8416563,121.4761585,zero_results,ZERO_RESULTS
447592910,Elysee's Restaurant & Coffee Club,restaurant,Food/Drink,7.1111599,125.6497285,low_confidence,distance=14328.7km>5.0km
447593926,La Piscine Grill & Cafe,restaurant,Food/Drink,7.0905141,125.615621,low_confidence,distance=15420.6km>5.0km
448786054,Bistro Van Gough,restaurant,Food/Drink,15.0853845,120.6345497,low_confidence,distance=10509.3km>5.0km
452356957,Rogues,bar,Food/Drink,14.5629053,121.028658,low_confidence,distance=9.8km>5.0km
452356963,Hollywood,bar,Food/Drink,14.5629467,121.0287989,low_confidence,distance=11733.6km>5.0km
452356965,Bourbon Street,bar,Food/Drink,14.5630121,121.0289381,low_confidence,distance=14047.9km>5.0km
452356994,Fridays,bar,Food/Drink,14.563686,121.0310478,low_confidence,distance=7.8km>5.0km
452375404,La Tienda,restaurant,Food/Drink,14.5623965,121.0293901,low_confidence,name_similarity=44
452903886,Jaltan Food Centrum,fast_food,Food/Drink,7.4475843,125.8094247,low_confidence,distance=48.1km>5.0km
453023114,Earl's Deli,restaurant,Food/Drink,14.5617043,121.0163941,low_confidence,distance=15.7km>5.0km
454089388,Subcamp Makatao,camp_site,Accommodation,14.1576429,121.227591,low_confidence,distance=30.6km>5.0km
454089755,Subcamp Luzon 1,camp_site,Accommodation,14.1619094,121.2266598,zero_results,ZERO_RESULTS
455911162,Sinbad,restaurant,Food/Drink,7.0688776,125.6130865,low_confidence,distance=166.0km>5.0km
458104744,Regrub Burgers,fast_food,Food/Drink,14.6043062,121.0799328,zero_results,ZERO_RESULTS
469173250,Warehauz 45,pub,Food/Drink,9.7397348,118.7542947,zero_results,ZERO_RESULTS
472267235,Don Henrico's,restaurant,Food/Drink,14.6169587,121.100696,low_confidence,distance=10.1km>5.0km
476259874,Asmara Restaurant and Bar,restaurant,Food/Drink,10.3448592,123.910608,low_confidence,name_similarity=56
477394967,Mountain Bayside,restaurant,Food/Drink,9.7734759,118.7287099,low_confidence,distance=13537.6km>5.0km
477394983,Coco Loko Beach,swimming_pool,Park/Nature,9.7685325,118.7255243,low_confidence,distance=17112.2km>5.0km
482984926,Cafe Lago,cafe,Food/Drink,14.0761639,121.3253357,low_confidence,distance=10713.6km>5.0km
484113864,Sizzlers,restaurant,Food/Drink,14.16959,121.2436512,low_confidence,distance=11.4km>5.0km
487267654,Ihaw-Ihaw sa Lawa,restaurant,Food/Drink,14.0817633,121.3258384,low_confidence,distance=46.3km>5.0km
489478574,Dao sa SU,attraction,Attraction,14.1629834,121.2413015,low_confidence,name_similarity=44
492082746,Big Nico's,restaurant,Food/Drink,14.1725294,121.2427732,low_confidence,distance=14363.1km>5.0km
492082906,Onyang's Street Wings,restaurant,Food/Drink,14.170526,121.2436264,low_confidence,distance=9.3km>5.0km
504408838,Visitors Center,tourist_info,Other,10.49415,124.9987798,low_confidence,distance=28.3km>5.0km
517062572,Tan Tan Men House,restaurant,Food/Drink,14.5564551,121.0191317,low_confidence,name_similarity=53
527825378,Subcamp Maka-Diyos,camp_site,Accommodation,14.1588153,121.2259073,zero_results,ZERO_RESULTS
527856461,Bonanza Hotel,hotel,Accommodation,15.1672382,120.5945684,low_confidence,distance=8875.7km>5.0km
529870796,Momzie's Enterprises,gift_shop,Retail,14.1658849,121.2443409,zero_results,ZERO_RESULTS
529870950,Trix and Trish Gift Shop,gift_shop,Retail,14.165846,121.2443542,zero_results,ZERO_RESULTS
529880801,Faustina's,restaurant,Food/Drink,14.1683393,121.2412576,zero_results,ZERO_RESULTS
530637672,G-Point,bar,Food/Drink,14.5774868,120.981732,low_confidence,name_similarity=57
558754573,Centerstage,bar,Food/Drink,14.6344597,121.0355737,low_confidence,distance=12.5km>5.0km
560226749,Pook ng Bilangguang Kampo sa Los Baños,memorial,Attraction,14.1617565,121.2424732,low_confidence,name_similarity=58
560410986,Gawad Kalinga Office,tourist_info,Other,14.836009,121.085158,low_confidence,distance=27.5km>5.0km
560411118,Dormitory,guesthouse,Accommodation,14.844084,121.093326,low_confidence,distance=24.2km>5.0km
560411215,BJN Bakeshop,bakery,Food/Drink,14.836081,121.077351,low_confidence,distance=13.6km>5.0km
560411230,Corino Bakery,bakery,Food/Drink,14.841547,121.093852,low_confidence,distance=10672.7km>5.0km
566526707,HR Tourist Hotel,hotel,Accommodation,10.3228762,123.9697186,low_confidence,distance=8.8km>5.0km
567945412,Blackbeard's Seafood Island,restaurant,Food/Drink,14.609392,121.0807758,low_confidence,distance=13.6km>5.0km
567945415,Pasto,restaurant,Food/Drink,14.6096077,121.0808231,low_confidence,distance=8.5km>5.0km
567945434,Outback Steakhouse,restaurant,Food/Drink,14.6091549,121.0803584,low_confidence,distance=5.7km>5.0km
569933357,Kamputi Resort (Puntahagdan Resort),hotel,Accommodation,10.5033015,121.9191447,low_confidence,name_similarity=52
582458308,Dhenzmer's Extension,restaurant,Food/Drink,14.1690989,121.2410936,zero_results,ZERO_RESULTS
582458481,Uncle Jet's Burger Joint,fast_food,Food/Drink,14.1687729,121.2414313,low_confidence,name_similarity=54
589671899,Gq Resto,restaurant,Food/Drink,14.7985792,120.9245599,low_confidence,distance=5683.4km>5.0km
589674180,Salakab Resto,restaurant,Food/Drink,14.788966,120.9309967,low_confidence,distance=20.7km>5.0km
589927778,Emily's Place,fast_food,Food/Drink,14.6245651,121.05194,low_confidence,distance=53.4km>5.0km
589927830,Kakosa,nightclub,Other,14.62488,121.0556796,low_confidence,distance=5137.5km>5.0km
590236752,RA Kambingan Ihaw-ihaw,fast_food,Food/Drink,14.6247954,121.051834,low_confidence,distance=90.5km>5.0km
591569227,Bonifacio Market,marketplace,Retail,14.7010295,121.0352534,low_confidence,distance=7.3km>5.0km
595991125,Relax Apartelle,motel,Accommodation,14.6206688,121.0607287,low_confidence,distance=5.1km>5.0km
597011714,Max's Restaurant,restaurant,Food/Drink,14.9030874,120.8682716,low_confidence,distance=10.9km>5.0km
597013128,Bonita Travel Inn,hotel,Accommodation,14.9152399,120.8719362,low_confidence,distance=35.3km>5.0km
598405175,Kalayaan Park,park,Park/Nature,14.4070724,120.976039,low_confidence,distance=24.4km>5.0km
602897733,Mayon Volcano Lahar Ruins,ruins,Attraction,13.231611,123.760371,low_confidence,distance=8.4km>5.0km
602897978,Andres Bonifacio Monument,memorial,Attraction,13.2368501,123.7770876,low_confidence,distance=340.3km>5.0km
602898034,Chatol Canteen,fast_food,Food/Drink,13.2373456,123.7777489,low_confidence,distance=38.0km>5.0km
603555859,RS Bakery,bakery,Food/Drink,11.6199758,124.3810045,low_confidence,distance=137.8km>5.0km
603589348,U.S. Airforce Del Monte Airfield,memorial,Attraction,8.393724,124.8495101,zero_results,ZERO_RESULTS
603661000,Meralco Museum,museum,Attraction,14.5894426,121.0659955,low_confidence,name_similarity=57
606538374,Sizzling & Combo Food Haus,restaurant,Food/Drink,14.1520406,121.2350804,low_confidence,distance=16.5km>5.0km
606588289,Greenwich,fast_food,Food/Drink,14.8181276,120.9058927,low_confidence,distance=9.8km>5.0km
606882062,Balue's Lomi House,fast_food,Food/Drink,13.9505231,121.1331643,low_confidence,distance=19.3km>5.0km
607656423,Refugio Lighthouse,lighthouse,Attraction,10.4692551,123.4482321,low_confidence,distance=13514.6km>5.0km
616012503,Smile Elephant,restaurant,Food/Drink,14.6210839,121.0925153,low_confidence,distance=6.5km>5.0km
621138952,Wow Cow Fresh Beef Hotpot,restaurant,Food/Drink,14.5374488,120.9791733,low_confidence,name_similarity=59
621177490,Amazing Cones,restaurant,Food/Drink,14.6139833,121.0374364,low_confidence,distance=13.6km>5.0km
625522978,Al Dente,restaurant,Food/Drink,10.699772,122.5566307,low_confidence,name_similarity=25
638551946,Maria Makiling Trail Station 3,tourist_info,Other,14.1464324,121.22992,low_confidence,name_similarity=33
642887078,Aristocrat Hotel,hotel,Accommodation,13.6212872,123.1847632,low_confidence,distance=3793.2km>5.0km
642887102,Naga Oyster,restaurant,Food/Drink,13.6217505,123.1854876,low_confidence,name_similarity=55
643328894,Punodaan,tourist_info,Other,14.1337538,121.2079161,zero_results,ZERO_RESULTS
643328926,Station 13,tourist_info,Other,14.1363184,121.2060063,low_confidence,distance=57.1km>5.0km
643329009,Station 19,tourist_info,Other,14.1389142,121.2001752,low_confidence,distance=35.1km>5.0km
643329024,Assault Start,tourist_info,Other,14.1393563,121.1990433,zero_results,ZERO_RESULTS
643329034,Station 22,tourist_info,Other,14.1382127,121.1978611,low_confidence,distance=11876.9km>5.0km
643329080,Station 29,tourist_info,Other,14.1358502,121.1940544,low_confidence,distance=732.8km>5.0km
644446455,Marabella Cafe,cafe,Food/Drink,14.5027558,121.0270256,low_confidence,distance=10795.0km>5.0km
650005385,Kinetsu Worlwide Express (T.I. Baguio),hotel,Accommodation,14.4913339,120.9921611,low_confidence,distance=213.8km>5.0km
650011050,Plaza Canteen,restaurant,Food/Drink,14.3859872,120.8799951,low_confidence,distance=7.8km>5.0km
650019048,322 Internet Cafe,cafe,Food/Drink,14.3815069,120.8784051,low_confidence,distance=12.3km>5.0km
650019053,G.S. Pagtakhan,fast_food,Food/Drink,14.3815239,120.8796067,low_confidence,distance=8.1km>5.0km
659954683,El Torro,restaurant,Food/Drink,13.7869864,121.0574348,low_confidence,distance=13427.2km>5.0km
660615521,Säntis,restaurant,Food/Drink,14.1432056,120.9556988,low_confidence,distance=10409.3km>5.0km
662710830,Space Burger,fast_food,Food/Drink,7.0705887,125.6050249,low_confidence,name_similarity=42
662711062,G Hotel,hotel,Accommodation,14.5657717,120.9849624,low_confidence,name_similarity=29
662714008,Tempura Sam,restaurant,Food/Drink,14.2921937,120.9081852,low_confidence,distance=6.5km>5.0km
662722006,Camp 9,camp_site,Accommodation,14.0406284,120.8028537,low_confidence,distance=97.9km>5.0km
662722007,Camp 8,camp_site,Accommodation,14.040996,120.8035496,low_confidence,distance=263.0km>5.0km
662722008,Camp 7,camp_site,Accommodation,14.04066,120.804901,low_confidence,distance=261.2km>5.0km
662722009,Peak 9,camp_site,Accommodation,14.0433893,120.8016275,low_confidence,distance=12338.2km>5.0km
662722011,Peak 6,camp_site,Accommodation,14.046925,120.803778,zero_results,ZERO_RESULTS
662722012,Peak 7,camp_site,Accommodation,14.046112,120.8034153,low_confidence,distance=12336.8km>5.0km
662722013,Peak 5,camp_site,Accommodation,14.0475308,120.8046225,low_confidence,distance=46.1km>5.0km
662722015,Peak 3,camp_site,Accommodation,14.049193,120.8053011,low_confidence,distance=2344.2km>5.0km
662722016,Camp 5,camp_site,Accommodation,14.0415275,120.8060562,low_confidence,distance=2429.6km>5.0km
662722017,Camp 6,camp_site,Accommodation,14.0413065,120.8059459,low_confidence,distance=69.6km>5.0km
662722018,Camp 2,camp_site,Accommodation,14.043034,120.806624,low_confidence,distance=87.2km>5.0km
