osm_id,name,fclass,finalCategory,latitude,longitude
8725211089,Jamir Veterinary Clinic,veterinary,Health,14.3730438,120.9386161
8725445602,Pro-Active Sports Outlet,sports_shop,Retail,14.3843966,120.9395428
8726681018,Cebuana Llhuillier Rural Bank,bank,Public Service,14.5630028,121.022786
8726779321,LBC,post_office,Public Service,14.5892753,121.0696457
8726779393,MFI Polytechnic Institute Gymnasium,sports_centre,Park/Nature,14.5899573,121.0704906
8726814872,Balante Primary School,school,Public Service,10.9374948,124.9442199
8726832206,Gitabla Primary School,school,Public Service,11.0000909,124.9497393
8726842533,Cabatoan National High School,school,Public Service,10.9680693,124.9817931
8727026459,China Bank,bank,Public Service,14.5894953,121.0675174
8727617572,PHLPost,post_office,Public Service,8.5075201,124.7551068
8727635573,Bugo Barangay Hall,town_hall,Public Service,8.5077522,124.7550525
8727697461,Healtop Eight Pharmacy,pharmacy,Health,8.5078195,124.7539483
8727729685,Bugo Basketball Court,pitch,Other,8.5077549,124.7548949
8727885232,R&J Pharmacy,pharmacy,Health,8.5058271,124.7567916
8728040976,BPI,bank,Public Service,8.5012119,124.751312
8728126651,JRS Express,post_office,Public Service,8.501757,124.7517602
8728216551,Mindanano Consolidated Cooperative Bank,bank,Public Service,8.5017268,124.7517147
8728335005,China Bank,bank,Public Service,8.5003737,124.7507457
8728400456,Rohon Pharmacy,pharmacy,Health,8.500135,124.7508557
8728405222,Rika Drugstore,pharmacy,Health,8.4999758,124.7509294
8728420201,Roan Pharmacy,pharmacy,Health,8.4993874,124.7504315
8728437023,Mercury Drug,pharmacy,Health,8.4996673,124.7495638
8728454011,Melecia Drug,pharmacy,Health,8.499841,124.7495946
8728553414,First Community Cooperative,bank,Public Service,8.5018186,124.7512717
8728629389,Pen Bank,bank,Public Service,8.501162,124.7504046
8728648469,Southern Drugstore,pharmacy,Health,8.5001108,124.7515717
8728795604,Ruel's Barbershop,hairdresser,Other,16.2277153,120.4882099
8728795610,Playboy Barbershop,hairdresser,Other,16.2274475,120.4884137
8728796055,Negoshopping,clothes,Retail,16.2270624,120.4902289
8728853589,Saint Joseph Drug,pharmacy,Health,16.2292064,120.4873703
8728853596,Jam & Dan Barbershop,hairdresser,Other,16.2288003,120.4875543
8728853605,Generika,pharmacy,Health,16.2287486,120.4876225
8728868979,Circle JC Merch Airsoft Hobby Shop,sports_shop,Retail,16.2281743,120.4881294
8728868980,Nidoy Dental Clinic,dentist,Health,16.2279915,120.4879075
8729057993,Pinoy Salon,hairdresser,Other,13.7557518,121.0566247
8729346790,Simply Gorg His & Her Salon,hairdresser,Other,13.7583542,121.0756235
8729456106,Dermacare,clinic,Health,13.7719162,121.0656388
8729456110,Botikang Batangan,pharmacy,Health,13.7714491,121.0648906
8730090456,Miguel Gernale Memorial Primary School,school,Public Service,10.9023199,124.9084094
8730092710,Bagacay West Primary School,school,Public Service,10.9121853,124.9076608
8730212072,J&C Lucky 99,department_store,Retail,13.9415056,121.1630277
8730212073,Hairchitects,hairdresser,Other,13.9415326,121.1630185
8730382141,Watsons,pharmacy,Health,14.5669158,121.0115752
8730525129,BDO Pasig-Pioneer Shaw Blvd,bank,Public Service,14.5755759,121.0588834
8731612424,Police Assistance Center,police,Public Service,16.3183067,120.4680088
8732689303,Mataub Primary School,school,Public Service,9.9508336,124.0527543
8733860664,Embassy of Romania,embassy,Public Service,14.5565873,121.0164684
8734514058,AMA - School of Medicine,college,Public Service,16.4019926,120.5945219
8734514065,Landbank,bank,Public Service,16.401918,120.594473
8734884875,Chris Sports,sports_shop,Retail,16.4090157,120.5990248
8735232070,Jibreel,pharmacy,Health,14.7398386,120.9891178
8735303529,TGP,pharmacy,Health,14.7392264,120.989331
8735789722,COPCO Police Station 6,police,Public Service,8.4995373,124.7487497
8736329211,Sinilian II Elementary School,school,Public Service,15.7079702,120.4535375
8736435964,Langgal Central School,school,Public Service,6.3961539,124.3624595
8736443896,Pamalian Elementary School,school,Public Service,7.0514721,124.6050694
8736444629,Dao Primary School,school,Public Service,9.8017191,126.1279339
8736455570,San Vicente Elementary School,school,Public Service,8.0880136,125.3452729
8736469301,Nahapunan Elementary School,school,Public Service,13.2645354,123.8377898
8737300203,Lawang Bato Fire Station,fire_station,Public Service,14.7303498,120.9940356
8737449358,Caybiga Fire Sub-station,fire_station,Public Service,14.7190965,121.0071851
8737452120,Lawang Bato Station,police,Public Service,14.7300372,120.9931907
8737517378,Our Lady of Lourdes Hospital,hospital,Health,14.719221,121.0066929
8737705472,Laray Primary School,school,Public Service,10.7985326,124.9237501
8739818300,Berto's Barber Shop,hairdresser,Other,14.6808269,121.0192065
8739911565,Pajarillaga Animal Clinic,veterinary,Health,14.6840287,121.0220519
8739940237,Dr. Evelyn Chua-Velasco Dental Clinic,dentist,Health,14.6842956,121.0222803
8740005982,Meiwen Salon,hairdresser,Other,14.6791874,121.0183656
8740204956,Eastwest,bank,Public Service,14.672797,121.0132322
8740204963,Pajarillaga Animal Clinic,veterinary,Health,14.6735209,121.0132543
8740251771,Medline Dialysis Center,clinic,Health,14.6774104,121.031783
8740253589,People's Popular and Reliable Credit Corporation,bank,Public Service,13.7595054,121.0589775
8740936500,Generika,pharmacy,Health,14.7076279,120.9918798
8740936501,PNB,bank,Public Service,14.7074444,120.9919569
8740936503,UnionBank,bank,Public Service,14.7076389,120.9922023
8740957268,Caranhug Primary School,school,Public Service,10.7558736,124.9757511
8741012547,Tadoc Primary School,school,Public Service,10.7063045,125.0058564
8741021439,Matagnao Primary School,school,Public Service,10.6793922,125.0269583
8741265689,AUB,bank,Public Service,14.7065195,120.9906312
8741265690,PSBank,bank,Public Service,14.7065396,120.9907211
8741265701,Security Bank,bank,Public Service,14.7069962,120.9912052
8741271714,Metrobank,bank,Public Service,14.7060525,120.9902134
8741271715,EastWest Unibank,bank,Public Service,14.7066725,120.9903234
8741302438,Philippine Business Bank,bank,Public Service,14.7056504,120.989677
8741831572,TGP,pharmacy,Health,14.6928378,120.9701371
8741862618,Biosource,pharmacy,Health,14.6936616,120.9700043
8742098445,DALI Everyday Grocery,supermarket,Retail,14.4199242,121.01975
8742516099,Togs Barbers,hairdresser,Other,14.6662569,121.0325441
8742657358,Anytime Fitness,fitness_centre,Other,14.6569997,121.0224134
8742657370,TGP,pharmacy,Health,14.6579137,121.0207403
8744334521,Santo Niño Primary School,school,Public Service,10.5242942,124.956424
8744346691,Mabunga Primary School,school,Public Service,10.5861314,124.9730986
8744418061,Cotabato City National High School – PC Hill Annex,school,Public Service,7.2192392,124.2453733
8744449283,P.C. Hill Elementary School,school,Public Service,7.219114,124.2452896
8744458363,Timako Primary School,school,Public Service,7.2221483,124.1841638
8744474534,Bulibod Elementary School,school,Public Service,7.2205546,124.2711827
8744600393,Security Bank,bank,Public Service,14.6886652,120.9745178
8744611728,San Miguel Specialty Clinic,doctors,Health,14.6905345,120.9734832
8744878229,Mercury Drug,pharmacy,Health,14.6797401,120.9796355
8744878230,JM Padrinao Animal Clinic,veterinary,Health,14.6799577,120.9795215
8744906087,Violy Dress Shop,clothes,Retail,14.6746632,120.9836736
8745910569,Anytime Fitness,fitness_centre,Other,14.6680408,121.0334397
8745914434,PBCom,bank,Public Service,14.6717276,121.0416799
8745914438,Dental Esthet-X,dentist,Health,14.6715758,121.0408543
8745914439,David's Salon,hairdresser,Other,14.6715901,121.0409197
8745914441,Sterling Bank of Asia,bank,Public Service,14.6715186,121.0405888
8745987058,Philippine Business Bank,bank,Public Service,14.6694858,121.0353837
8746607613,Pinagsalog Elementary School,school,Public Service,13.0088052,123.664973
8746694541,"Jose Sanvictores, Sr. National School Annex",school,Public Service,8.9156567,126.2960955
8747973745,EastWest Unibank,bank,Public Service,14.6676827,120.9825222
8748020169,Pigcawayan National High School – New Culasi Campus Annex,school,Public Service,7.2918664,124.3829892
8748079277,BDO,bank,Public Service,14.6607759,120.9841979
8748533176,Taguipuro Elementary School,school,Public Service,18.5363854,121.27815
8748824523,Bank of Makati,bank,Public Service,14.6530384,120.9836983
8749020298,Chinabank,bank,Public Service,14.6451292,120.9833938
8749027724,Security Bank,bank,Public Service,14.6513069,120.983976
8749027725,Maybank,bank,Public Service,14.6514194,120.9839831
8749062860,China Bank,bank,Public Service,14.6486771,120.9835653
8749133874,EastWest Unibank,bank,Public Service,14.6477177,120.9838084
8749143926,PBCom,bank,Public Service,14.645696,120.9834422
8749224893,Asia United Bank,bank,Public Service,14.6460396,120.9837532
8749922984,The Discount Alley,clothes,Retail,14.6010174,121.000957
8749986846,Life Aid Pharmacy,pharmacy,Health,14.6013224,120.9940812
8749986853,ACLC College,college,Public Service,14.6015294,120.9933838
8750292117,Chinabank,bank,Public Service,14.3587796,121.0592951
8750292123,St Francis Maternity Clinic and Lying-in Center,doctors,Health,14.3591375,121.0591006
8751443372,Generika,pharmacy,Health,14.6321734,120.9795517
8751443373,Watsons,pharmacy,Health,14.6321386,120.9796261
8751505944,San Francisco / KC-1 Barangay Hall,town_hall,Public Service,15.353564,120.8429844
8751604563,Lumba Masiu Central Elementary School,school,Public Service,7.8615609,124.3262575
8751611053,Lumbac-Taporog Elementary School,school,Public Service,7.8368293,124.337871
8751613984,Balindong National High School,school,Public Service,7.8835517,124.1725029
8751613985,Campong Talao Elementary School,school,Public Service,7.8928371,124.1690428
8751613987,Pualas National High School,school,Public Service,7.8200638,124.0807827
8751613988,Pualas Central Elementary School,school,Public Service,7.8202547,124.0791481
8751613996,Sharief Maruhom Bae Central Elementary School,school,Public Service,7.8077046,124.3138858
8751614026,Nusa Elementary School,school,Public Service,7.8824062,124.2117206
8751615391,Dagalangit Central Elementary School,school,Public Service,7.8734432,124.3582466
8751639580,North Park Area Elementary School,school,Public Service,7.6901833,124.7260692
8751784375,Lico Community Police Assistance Center,police,Public Service,14.6244764,120.9828387
8751853415,EastWest Unibank,bank,Public Service,14.6233876,120.982775
8751932417,TGP,pharmacy,Health,10.6977582,122.543325
8752024316,China Bank Savings,bank,Public Service,14.6171283,120.9825665
8752439092,Asia United Bank,bank,Public Service,14.5995164,120.9798177
8753530480,Bonbon Elementary School,school,Public Service,13.278029,123.3965685
8753562869,Taysan Resettlement Integrated School,school,Public Service,13.1209107,123.7456014
8753596531,Balindong Primary School,school,Public Service,7.4506223,124.6948672
8754613460,Santa Filomena Children's Clinic,clinic,Health,13.7523517,121.0550364
8754886805,Security Bank,bank,Public Service,14.5477625,121.046621
8755695936,Taloy Farmers Multipurpose Cooperative (Tafarmco) Mini Mart,supermarket,Retail,16.377825,120.5079268
8755714652,Taloy Sur Barangay Hall,town_hall,Public Service,16.3767609,120.5036369
8756482316,Julian Pastor Memorial Market Vendors Credit Cooperative,bank,Public Service,13.7512635,121.05638
8757739459,Tajonera Dental Center,dentist,Health,14.6046211,121.0419132
8757792119,China Bank Savings,bank,Public Service,16.4128374,120.5973661
8757792153,1st Allegro Skin Clinic & Skin Spa,clinic,Health,16.4131576,120.5974543
8757792154,Mila's Pocketbook & Variety Stand,bookshop,Retail,16.4131313,120.5974532
8759212677,Ulayanon Elementary School,school,Public Service,8.4058554,125.2153658
8759220561,Patac Primary School,school,Public Service,8.5295951,124.9717559
8759268934,Mapulo Elementary School,school,Public Service,8.186625,125.2795416
8759363895,EastWest Rural Bank,bank,Public Service,13.7918389,121.0703612
8759701836,Metrobank,bank,Public Service,14.5798104,121.0054618
8761479504,PNB,bank,Public Service,14.6055921,121.0413706
8761479505,Icon Golf,sports_shop,Retail,14.6055207,121.0414658
8761479511,Watsons Pharmacy,chemist,Health,14.6051943,121.0418896
8762025273,Neovets,veterinary,Health,16.3819005,120.606498
8762874490,8a Performance,sports_shop,Retail,14.7564885,121.0535163
8762945752,KooPinoy,bank,Public Service,13.6943467,121.0517956
8763013392,Lipa Elementary School,school,Public Service,7.6259356,125.1644604
8763019291,Salaysay Elementary School,school,Public Service,7.759903,125.1663625
8763057417,Buco-Sinait Elementary School,school,Public Service,7.8000613,125.1809999
8763084444,Binalbagan Elementary School,school,Public Service,8.0096729,125.1692168
8763089847,Calawag Elementary School,school,Public Service,7.9590206,125.2229373
8763099101,Managok National High School – Lalawan Annex,school,Public Service,8.0701953,125.1795841
8763122412,Baganao Elementary School,school,Public Service,8.2277317,125.1826295
8763125448,Kibalabag Elementary School,school,Public Service,8.2492362,125.1784012
8763129780,Bendolan Elementary School,school,Public Service,8.0906774,125.0763224
8763135685,Philippine Business Bank,bank,Public Service,14.6295917,120.9954531
8763135687,South Star Drug,pharmacy,Health,14.6294093,120.9952902
8763135688,China Bank Savings,bank,Public Service,14.629639,120.9951977
8763425163,BDO,bank,Public Service,14.6268828,120.9974232
8763766148,Hayati Dental Clinic,dentist,Health,14.6143246,120.9913212
8763766151,St Francis Generic Drug,pharmacy,Health,14.6146425,120.9916417
8763766160,CGT,pharmacy,Health,14.6175838,120.9948758
8763766163,Generika,pharmacy,Health,14.6177891,120.9951289
8764110615,Fitness Army,fitness_centre,Other,14.6716092,121.0437188
8764110616,UnionBank,bank,Public Service,14.6715846,121.0436665
8766621069,Danatag National High School,school,Public Service,8.2896509,124.6421757
8766629620,NOVO Department Store and Supermarket,department_store,Retail,10.2446492,123.7958407
8767160828,Megbadiang Elementary School,school,Public Service,7.9179468,124.6954661
8767197909,Baylanan Primary School,school,Public Service,8.0696416,124.7472707
8767217799,Kaulayanan Elementary School,school,Public Service,8.0202099,124.8413664
8767265981,Frederic Primary School,school,Public Service,12.4877678,124.3233718
8768719759,LBC,post_office,Public Service,14.5683703,120.9926677
8768836787,Landbank,bank,Public Service,14.570438,120.9910798
8768836797,Natasha,clothes,Retail,14.5711996,120.9908012
8768836798,BDO,bank,Public Service,14.5713686,120.9907304
8768836800,PNB,bank,Public Service,14.570876,120.9909075
8768935686,Tasi Thrift Shop,clothes,Retail,14.5386496,121.0005165
8768935688,Mercury Drug,pharmacy,Health,14.5388684,121.000493
8770669018,Barangay 172 Hall,town_hall,Public Service,14.7435948,121.0371002
8770669117,BDO,bank,Public Service,14.2829508,121.00051
8770669318,BDO,bank,Public Service,14.7358837,121.0596377
8770788632,Arevalo Ortho-dental Clinic,dentist,Health,14.3258272,120.9372807
8771448951,Security Bank,bank,Public Service,14.548055,121.0000153
8771456509,City State,bank,Public Service,14.5483001,120.9985974
8771572567,Pinanangnan Primary School,school,Public Service,11.9595919,124.4179183
8771903773,Malobago Elementary School,school,Public Service,11.9864065,124.4261701
8772008717,Blue Ridge B,community_centre,Other,14.618302,121.0746896
8773081601,LBC,post_office,Public Service,14.4073336,121.0464641
8773081602,Bayanan Medical Clinic,clinic,Health,14.4076505,121.0464191
8773081608,Republiq Salon,hairdresser,Other,14.407016,121.0467276
8773081612,Salon 28,hairdresser,Other,14.407357,121.04668
8773081614,Silverio Medical Clinic,clinic,Health,14.4074492,121.0466961
8773323784,Zure Rx Drug,pharmacy,Health,16.4141125,120.5990415
8774141817,Giyummy Meats,supermarket,Retail,14.7215405,121.039444
8774142017,TGP,pharmacy,Health,14.7091331,121.0393108
8774154596,Gainza Rural Health Center,doctors,Health,13.6159835,123.1412445
8774157919,BDO,bank,Public Service,14.6778076,121.0318362
8774867877,Bukang Liwayway Elementary School,school,Public Service,7.4929924,125.0284843
8774896146,Metebagao Elementary School,school,Public Service,7.5317073,125.075259
8774900663,Pocopoco Elementary School,school,Public Service,7.4741989,124.9269937
8774917617,Maican Elementary School,school,Public Service,7.4838723,124.9192976
8774986811,Romagook Elementary School,school,Public Service,7.5833362,124.9460153
8775243806,Manguihay Elementary School,school,Public Service,11.8109666,124.8979358
8775587991,Caulayanan Elementary School,school,Public Service,11.8593042,125.0149955
8776408941,Makatao Elementary School,school,Public Service,7.5491539,125.3919049
8776445117,Dr. Ranze,doctors,Health,11.1985144,124.9991963
8776635167,Melbert Junkshop,recycling,Other,14.5782542,121.1407578
8776635170,Hairmate Salon,hairdresser,Other,14.5782387,121.1411212
8776692323,The Generics Pharmacy,pharmacy,Health,14.580181,121.1356577
8776692350,CTBC Bank,bank,Public Service,14.5801895,121.1344276
8776764364,Robinsons Bank,bank,Public Service,14.5834864,121.1253309
8776764367,EastWest Unibank,bank,Public Service,14.583429,121.1256576
8776764381,QCRB,bank,Public Service,14.582897,121.1259046
8776876206,Gre8 Salon,hairdresser,Other,14.5840697,121.1233101
8777050449,Luzon Development Bank,bank,Public Service,14.5864959,121.1160171
8777050453,Salon 360,hairdresser,Other,14.5862422,121.115222
8778022955,MedRx Pharmacy,pharmacy,Health,13.7610368,121.073606
8778234917,Electron College of Technical Education,college,Public Service,14.6989132,121.0341741
8779054071,PNB,bank,Public Service,14.5879976,121.1083567
8779097374,Onyx Jewelry & Watch Repair,jeweller,Retail,14.6256196,121.1236594
8779097378,Lorenzo's Barber Shop,hairdresser,Other,14.6256468,121.1239511
8779097381,J&T Express,post_office,Public Service,14.624904,121.1232955
8779133781,Ana & Jr Junk Shop,recycling,Other,14.6248747,121.1276029
8779133800,Reyes Haircutters,hairdresser,Other,14.6251661,121.1254538
8779186332,BPI,bank,Public Service,14.6246619,121.1327695
8783122305,Randoy's Grocery,supermarket,Retail,14.3156252,120.9685124
8783952588,Inayawan Primary School,school,Public Service,12.2389581,125.2858588
8783967238,Magsaysay Elementary School,school,Public Service,12.3172263,125.2262484
8784999381,Lagdo Elementary School,school,Public Service,10.8482631,122.0162368
8785013040,Nagdayao Elementary School,school,Public Service,10.7786019,122.0468376
8785655485,Corpuz Dental Clinic,dentist,Health,8.4733219,124.6066642
8786345445,Jasper Junk Shop,recycling,Other,14.6252705,121.1395763
8786387561,TGP,pharmacy,Health,14.6261252,121.1453513
8787730221,Metrobank,bank,Public Service,14.6661401,121.0064395
8787730224,CIA Veterinary Medical Clinic,veterinary,Health,14.6665462,121.006921
8787788074,Leon Primary School,school,Public Service,11.1087291,122.092122
8787791333,Tica Primary School,school,Public Service,11.0755307,122.075219
8787818650,Tobias Fornier Elementary School,school,Public Service,10.8748981,122.0526902
8788088689,Familee,dentist,Health,14.697107,121.0323476
8789518557,Cureka Pharmacy,pharmacy,Health,16.449059,120.5903652
8789518564,Express Lane Pharmacy,pharmacy,Health,16.4497189,120.590626
8789652901,Builder's Gym,fitness_centre,Other,16.456,120.5888765
8789714363,Farmacia ni Dok,pharmacy,Health,16.4548135,120.5892822
8789714365,Bliss Pharmacy,pharmacy,Health,16.455072,120.5892534
8789848630,TGP,pharmacy,Health,16.4616159,120.5878211
8790852882,Panlagangan Elementary School,school,Public Service,10.7691412,122.057071
8790859125,Kisoy National High School,school,Public Service,6.1957917,125.4951947
8790859126,Datal Anggas Integrated School - Kisoy,school,Public Service,6.1957358,125.4951639
8790912524,San Juan Primary School,school,Public Service,11.7681294,121.9923345
8793712849,Can-abay Barangay Hall,town_hall,Public Service,11.2963229,125.0170742
8793730149,Zinca Pharmacy,pharmacy,Health,17.6339454,121.7115051
8793730150,Atulayan Norte Barangay Hall,town_hall,Public Service,17.6388569,121.7177125
8793926329,Quick Relief Pharmacy,pharmacy,Health,14.5895417,121.0912521
8794380987,Rose Pharmacy,pharmacy,Health,8.2293545,124.234904
8794637323,Isdaon Elementary School,school,Public Service,8.0198408,126.0552379
8795357918,Barangay 171 Hall,town_hall,Public Service,14.7489707,121.030879
8796945430,Cambaye Elementary School,school,Public Service,11.955547,124.7052661
8804498484,K-County Dental Clinic,dentist,Health,8.1544244,125.1279204
8805593317,Carmen Academy,school,Public Service,7.2030955,124.7963984
8805660218,Electron College - College of Criminology,college,Public Service,14.6988068,121.0336376
8805678817,Asia United Bank,bank,Public Service,14.6883959,121.0303621
8806078055,Santander Elementary School – Annex,school,Public Service,12.4089195,124.5179299
8806164613,Bocsol Elementary School,school,Public Service,12.4553518,124.5653918
8806295790,Victory Primary School,school,Public Service,12.2946049,124.8017504
8806300821,Hibalagnan Primary School,school,Public Service,12.3771302,124.681076
8806300846,Old Somoroy Elementary School,school,Public Service,12.3201099,124.7257163
8806301863,Gebonawan Elementary School,school,Public Service,12.3588952,124.6946635
8807282082,Zosha Apparel,clothes,Retail,16.4178034,120.5963327
8807348028,Dry Goods,clothes,Retail,16.4171525,120.5961125
8807410346,Higher-up Souvenirs,clothes,Retail,16.4213957,120.600235
8808048718,KC Dental Clinic,dentist,Health,8.5042392,124.6174814
8808382012,Sibunot Primary School,school,Public Service,12.4830113,124.9825378
8809323718,Silent Beads Bulacan Site,recycling,Other,14.7935482,121.0325827
8810350618,David's Salon,hairdresser,Other,14.6733613,121.0319152
8814314483,Brain Molder Academy,school,Public Service,13.8039657,121.0129813
8814476753,Lalawan Elementary School,school,Public Service,8.0699214,125.1795168
8816219096,Oquendo Primary School,school,Public Service,11.4951478,122.3757351
8816234247,Lumaynay Elementary School – Sang-eay Annex,school,Public Service,11.5013721,122.4085274
8816267903,Hongoton Primary School,school,Public Service,11.5208845,122.4797358
8816431999,RG Gym Fitness,fitness_centre,Other,14.5788332,121.0087227
8816440060,Cura Pet,veterinary,Health,14.5753703,121.0116776
8816440061,Tejeron Gym,fitness_centre,Other,14.5753565,121.0116812
8816440062,TGP,pharmacy,Health,14.575349,121.0117238
8816449826,Bauan Children's Clinic,clinic,Health,13.7933045,121.006487
8816449834,FMH Animal Clinic,veterinary,Health,13.7932621,121.0067086
8816449841,Ronald G. Salon,hairdresser,Other,13.7915198,121.0080568
8816449843,Dr. Merced C. Linatoc/Dr. Eryl C. Linatoc,dentist,Health,13.7911017,121.0080381
8816449846,Pathologists Diagnostic Center,clinic,Health,13.7923667,121.0084847
8816449847,Ilagan Dental Clinic,dentist,Health,13.7923624,121.0084525
8816449854,222 Billiard Hall,sports_centre,Park/Nature,13.7918584,121.0087019
8816449857,Alvin's Jewelry Shop,jeweller,Retail,13.7921762,121.0093711
8816449858,Nelson & Liza Jewelry Shop & Services,jeweller,Retail,13.7920772,121.0093966
8816449859,3R-OneJ Drug Store/Medical Supply,pharmacy,Health,13.7920277,121.0093966
8816449860,BP Generic Express,pharmacy,Health,13.7919769,121.0094087
8816449861,Jon Jhai Botica,pharmacy,Health,13.7918864,121.0094201
8816449862,1168 General Merchandise,department_store,Retail,13.7918831,121.0092384
8816449866,Yiesha's Salon,hairdresser,Other,13.7910118,121.010092
8816449868,BP Generic Express,pharmacy,Health,13.791762,121.0100859
8816449876,Lucy St. Joseph Pharmacy,pharmacy,Health,13.792166,121.0100801
8816449889,MJM House of Flowers,florist,Retail,13.7923685,121.0100746
8816449904,Saver Drug,pharmacy,Health,13.7923388,121.0097265
8816449905,JMJ Pharmacy,pharmacy,Health,13.7923164,121.0094131
8816449945,Salazar-Esguerra Dental Clinic,dentist,Health,13.7933796,121.009184
8816449952,Utility Bank,bank,Public Service,13.7922239,121.0071161
8816449961,Ady's Sports Wear,clothes,Retail,13.7916385,121.0072285
8816449980,Elite Pharmacy,pharmacy,Health,13.7907715,121.0097178
8816449994,Mena Salon,hairdresser,Other,13.7905162,121.0092769
8816449996,BP Generic Express,pharmacy,Health,13.7905494,121.0093869
8816450005,MacroCare Clinical Laboratory,clinic,Health,13.7905625,121.0088629
8816450007,Ambida Dental Clinic,dentist,Health,13.790584,121.0087301
8816450029,Corinthian Drug,pharmacy,Health,13.7912918,121.0093302
8816450038,J&C Lucky 99,department_store,Retail,13.7916656,121.0092209
8816450039,Sam & Monique Enterprises,florist,Retail,13.7917477,121.0092511
8816450055,Norma's Pharmacy,pharmacy,Health,13.7919964,121.0092169
8816450060,Dr. Neil Albert H. Matibag,dentist,Health,13.7922114,121.0091834
8816450061,TGP,pharmacy,Health,13.7922621,121.0091753
8816450075,Chinabank,bank,Public Service,13.7905983,121.0090171
8816450076,Sia G Salon,hairdresser,Other,13.7908477,121.0089634
8816450080,Our Lady of Rosary School,school,Public Service,13.7915523,121.0085651
8816450093,Rural Bank of Lipa Inc.,bank,Public Service,13.7907093,121.0080887
8816450114,TGP,pharmacy,Health,13.790468,121.0085544
8816450120,Reyes Haircutters,hairdresser,Other,13.7903801,121.0087502
8816450121,Pandayan Bookshop,bookshop,Retail,13.7902564,121.008307
8816450129,PSBank,bank,Public Service,13.7902798,121.0082982
8816450133,Clinika Med,clinic,Health,13.7909617,121.0075499
8816594523,San Jose Elementary School,school,Public Service,12.2662631,125.0329888
8818106914,Carlos SuperDrug,pharmacy,Health,13.8386815,121.9759655
8818922011,TGP,pharmacy,Health,13.7651188,121.0553648
8818922012,Clevergold Credit Corporation,bank,Public Service,13.7650207,121.055438
8818922013,Candava Skin & Laser Center,clinic,Health,13.7649106,121.0558458
8818923712,Mortilla-Macabidang Dental Clinic,dentist,Health,13.7592787,121.0581968
8818923713,"Gonda-Aclan, M.D. Skin Clinic",clinic,Health,13.7592653,121.0581962
8818983221,We Love Logistics,post_office,Public Service,13.7654308,121.0553829
8818983223,Celing's Bridal Shoppe,clothes,Retail,13.7648599,121.0558786
8818983224,Roktim Apparels Inc.,clothes,Retail,13.7646829,121.0560056
8819168099,Brand Scope,clothes,Retail,13.8785027,121.1005896
8819168107,Muñoz-Mauleon Children's Diseases & Well-Baby Clinic,clinic,Health,13.8781264,121.100227
8819168110,Mr. Gymboy,fitness_centre,Other,13.8784604,121.1008789
8819189719,Bangko Kabayan,bank,Public Service,13.8786326,121.1008168
8819189732,TGP,pharmacy,Health,13.8781554,121.1005107
8819189735,Arin Abbie Pharmacy,pharmacy,Health,13.8786726,121.1004302
8819189744,Dr. Tomas R. Husmillo,dentist,Health,13.8785236,121.1002135
8819189747,Generika,pharmacy,Health,13.8782973,121.1003805
8819189752,QCRB,bank,Public Service,13.8780322,121.1002375
8819189756,Flowers by Jeunesse,florist,Retail,13.8784524,121.103905
8819189757,Shopista Boutique,clothes,Retail,13.8787089,121.1049673
8819851601,UnionBank,bank,Public Service,14.6230182,121.1019693
8821196351,Farmacia ni Dok,pharmacy,Health,16.3815448,120.5941001
8821196413,Rural Bank of Itogon,bank,Public Service,16.381788,120.5935825
8821319788,TFS of Tambelang Integrated School,school,Public Service,6.2811848,125.4574232
8822853546,Buri Primary School,school,Public Service,11.2096879,122.3997911
8822856641,Tabon Elementary School,school,Public Service,11.3107295,122.4315809
8822857617,Bato-bato Primary School,school,Public Service,11.2677684,122.3941789
8822904098,Almon Primary School,school,Public Service,11.5132737,122.6470233
8822929205,Marubrob Primary School,school,Public Service,11.4876548,122.6726586
8822932491,Bergante Elementary School,school,Public Service,11.4029705,122.610731
8825360840,Battle Beast Airsoft Game Center,pitch,Other,6.4845866,124.8686744
8825363823,Putingsapa Elementary School,school,Public Service,12.7771693,124.0043499
8825363824,Ilustre Central Elementary School,school,Public Service,7.3414768,125.076653
8825398565,Astromed Pharmacy,pharmacy,Health,16.4652357,120.6001733
8825436202,Bulol National High School – Annex,school,Public Service,7.0488847,124.6555684
8826429716,Galas Police Station Ⅱ,police,Public Service,14.6189133,121.0155285
8826546039,Fourthwatchers Pharmacy,pharmacy,Health,13.8861866,121.1046714
8826546065,Lucky Brothers Pharmacy,pharmacy,Health,13.878645,121.1011415
8827010503,Cacatmonan Primary School,school,Public Service,11.3105351,125.5750383
8827055217,Maykawayan Elementary School,school,Public Service,10.2148141,119.2211869
8829735921,La Union Christian Comprehensive College,college,Public Service,16.2273625,120.4450867
8829775090,Nagtagaan Barangay Hall,town_hall,Public Service,16.2345591,120.4215436
8830731769,Santa Petronila Primary School,school,Public Service,11.282046,122.5796069
8830889538,Bino-ongan Primary School,school,Public Service,11.5041905,124.9275072
8831094963,Baquiw Elementary School,school,Public Service,12.048482,124.1801338
8831099908,Manlangit Elementary School,school,Public Service,12.0783767,124.2312077
8831104504,San Vicente Elementary School,school,Public Service,12.0700511,124.1649123
8832445820,Rural Bank of Rosario,bank,Public Service,16.2417253,120.405628
8832445836,Flor's Pharmacy,pharmacy,Health,16.2411388,120.405848
